component,parent,depth,score,role
m3,a8.h6,2,0.0002727508544921875,rejected
m1,a8.h6,2,0.0031642913818359375,rejected
m3,a8.h6,2,0.0058155059814453125,rejected
m1,a8.h6,2,2.47955322265625e-05,rejected
m3,a8.h6,2,0.0001506805419921875,rejected
m1,a5.h5,2,1.9073486328125e-06,rejected
m1,a5.h5,2,0.001384735107421875,rejected
m1,a8.h6,2,0.025640487670898438,rejected
m3,a8.h6,2,0.03188133239746094,rejected
m1,a8.h6,2,0.0003414154052734375,rejected
m3,a8.h6,2,0.0007686614990234375,rejected
m1,a8.h6,2,1.1444091796875e-05,rejected
m3,a8.h6,2,0.00011444091796875,rejected
m1,a8.h6,2,0.00417327880859375,rejected
m3,a8.h6,2,0.00702667236328125,rejected
m1,a8.h6,2,1.9073486328125e-05,rejected
m3,a8.h6,2,0.000316619873046875,rejected
m1,a8.h6,2,0.0016326904296875,rejected
m3,a8.h6,2,0.013263702392578125,rejected
m1,a8.h6,2,9.34600830078125e-05,rejected
m3,a8.h6,2,0.0002307891845703125,rejected
m1,a8.h6,2,0.010433197021484375,rejected
m3,a8.h6,2,0.018629074096679688,rejected
m1,a8.h6,2,0.000148773193359375,rejected
m3,a8.h6,2,0.0004291534423828125,rejected
m1,a8.h6,2,0.005962371826171875,rejected
m3,a8.h6,2,0.0026092529296875,rejected
m1,a8.h6,2,7.62939453125e-06,rejected
m3,a8.h6,2,0.000186920166015625,rejected
m1,a8.h6,2,0.0037174224853515625,rejected
m3,a8.h6,2,0.0021457672119140625,rejected
m1,a8.h6,2,0.016628265380859375,rejected
m3,a8.h6,2,0.014156341552734375,rejected
m1,a8.h6,2,0.00040435791015625,rejected
m3,a8.h6,2,0.000244140625,rejected
m1,a8.h6,3,0.0029506683349609375,rejected
m3,a8.h6,3,0.0064487457275390625,rejected
m1,a8.h6,3,0.0001125335693359375,rejected
m3,a8.h6,3,0.0001239776611328125,rejected
m1,a5.h5,3,1.9073486328125e-06,rejected
m1,a5.h5,3,0.003810882568359375,rejected
m1,a5.h5,3,3.814697265625e-06,rejected
m1,a5.h5,3,0.0017795562744140625,rejected
m1,a8.h6,3,0.0002593994140625,rejected
m3,a8.h6,3,3.24249267578125e-05,rejected
m1,a8.h6,3,0.00159454345703125,rejected
m3,a8.h6,3,0.00677490234375,rejected
m1,a8.h6,3,9.5367431640625e-06,rejected
m3,a8.h6,3,9.5367431640625e-06,rejected
m1,a8.h6,3,4.38690185546875e-05,rejected
m3,a8.h6,3,2.288818359375e-05,rejected
m1,a5.h5,3,5.7220458984375e-06,rejected
m1,a5.h5,3,0.0102081298828125,rejected
m1,a6.h9,3,0.0130767822265625,rejected
m2,a6.h9,3,0.006755828857421875,rejected
m4,a6.h9,3,0.018798828125,rejected
m1,a6.h9,3,3.814697265625e-06,rejected
m2,a6.h9,3,3.814697265625e-05,rejected
m4,a6.h9,3,1.71661376953125e-05,rejected
m1,a8.h6,3,0.002529144287109375,rejected
m3,a8.h6,3,0.001232147216796875,rejected
m1,a8.h6,3,0.000156402587890625,rejected
m3,a8.h6,3,0.0002613067626953125,rejected
m1,a8.h6,3,0.0044765472412109375,rejected
m3,a8.h6,3,0.0050258636474609375,rejected
m1,a8.h6,3,8.0108642578125e-05,rejected
m3,a8.h6,3,0.000217437744140625,rejected
m1,a6.h9,3,0.01322174072265625,rejected
m2,a6.h9,3,0.012086868286132812,rejected
m4,a6.h9,3,0.005321502685546875,rejected
m1,a6.h9,3,5.14984130859375e-05,rejected
m2,a6.h9,3,2.09808349609375e-05,rejected
m4,a6.h9,3,3.0517578125e-05,rejected
m1,a8.h6,3,0.0051727294921875,rejected
m3,a8.h6,3,0.017269134521484375,rejected
m1,a8.h6,3,0.000118255615234375,rejected
m3,a8.h6,3,0.000232696533203125,rejected
m1,a5.h5,3,3.4332275390625e-05,rejected
m1,a5.h5,3,0.004657745361328125,rejected
m1,a6.h9,3,0.014240264892578125,rejected
m2,a6.h9,3,0.014936447143554688,rejected
m4,a6.h9,3,0.008817672729492188,rejected
m1,a6.h9,3,6.103515625e-05,rejected
m2,a6.h9,3,2.86102294921875e-05,rejected
m4,a6.h9,3,4.00543212890625e-05,rejected
m1,a8.h6,3,3.814697265625e-06,rejected
m3,a8.h6,3,9.5367431640625e-06,rejected
m1,a8.h6,3,4.1961669921875e-05,rejected
m3,a8.h6,3,1.9073486328125e-05,rejected
m1,a5.h5,3,1.33514404296875e-05,rejected
m1,a5.h5,3,0.0007915496826171875,rejected
m1,a3.h0,3,0.0008907318115234375,rejected
m1,a3.h0,3,0.015913009643554688,rejected
m1,a5.h5,3,8.58306884765625e-05,rejected
m1,a5.h5,3,0.008813858032226562,rejected
m1,a6.h9,3,0.01384735107421875,rejected
m2,a6.h9,3,0.013628005981445312,rejected
m4,a6.h9,3,0.0064144134521484375,rejected
m1,a6.h9,3,2.86102294921875e-05,rejected
m2,a6.h9,3,5.7220458984375e-06,rejected
m4,a6.h9,3,9.5367431640625e-06,rejected
m1,a8.h6,3,0.003284454345703125,rejected
m3,a8.h6,3,0.0047397613525390625,rejected
m1,a8.h6,3,4.9591064453125e-05,rejected
m3,a8.h6,3,0.000240325927734375,rejected
m1,a5.h5,3,0.00070953369140625,rejected
m1,a3.h0,3,0.013532638549804688,rejected
m1,a5.h5,3,3.0517578125e-05,rejected
m1,a3.h0,3,0.000514984130859375,rejected
m3,m7,3,0.0002288818359375,rejected
m1,a5.h5,3,0.000194549560546875,rejected
m1,a5.h5,3,0.003082275390625,rejected
m1,a5.h5,3,0.0020599365234375,rejected
m1,a3.h0,3,0.0016422271728515625,rejected
m1,a5.h5,3,1.9073486328125e-05,rejected
m1,a3.h0,3,0.0001544952392578125,rejected
m1,a8.h6,3,0.0064487457275390625,rejected
m3,a8.h6,3,0.009479522705078125,rejected
m1,a8.h6,3,0.0001316070556640625,rejected
m3,a8.h6,3,0.0001163482666015625,rejected
m1,a8.h6,3,1.9073486328125e-05,rejected
m3,a8.h6,3,7.05718994140625e-05,rejected
m1,a8.h6,3,0.000194549560546875,rejected
m3,a8.h6,3,0.001506805419921875,rejected
m1,m5,3,0.002506256103515625,rejected
m2,m5,3,0.0010223388671875,rejected
m3,m5,3,0.005523681640625,rejected
m4,m5,3,0.002834320068359375,rejected
m1,a5.h5,3,3.814697265625e-06,rejected
m1,a5.h5,3,0.0055522918701171875,rejected
m1,a6.h9,3,0.008005142211914062,rejected
m2,a6.h9,3,0.010732650756835938,rejected
m4,a6.h9,3,0.009609222412109375,rejected
m1,a6.h9,3,3.814697265625e-06,rejected
m2,a6.h9,3,1.52587890625e-05,rejected
m4,a6.h9,3,1.1444091796875e-05,rejected
m1,a8.h6,3,0.0032482147216796875,rejected
m3,a8.h6,3,0.003620147705078125,rejected
m1,a8.h6,3,4.57763671875e-05,rejected
m3,a8.h6,3,0.0001125335693359375,rejected
m1,a8.h6,3,1.9073486328125e-06,rejected
m3,a8.h6,3,3.814697265625e-06,rejected
m1,a8.h6,3,4.9591064453125e-05,rejected
m3,a8.h6,3,0.0002346038818359375,rejected
m1,a8.h6,3,8.0108642578125e-05,rejected
m3,a8.h6,3,9.1552734375e-05,rejected
m1,a8.h6,3,0.004535675048828125,rejected
m3,a8.h6,3,0.003021240234375,rejected
m1,a8.h6,3,0.003238677978515625,rejected
m3,a8.h6,3,0.0045757293701171875,rejected
m1,a8.h6,3,6.67572021484375e-05,rejected
m3,a8.h6,3,0.0001316070556640625,rejected
m1,a5.h5,3,8.392333984375e-05,rejected
m1,a5.h5,3,0.00403594970703125,rejected
m1,a5.h5,3,1.33514404296875e-05,rejected
m1,a5.h5,3,0.0015468597412109375,rejected
m1,a5.h5,3,5.7220458984375e-06,rejected
m1,a5.h5,3,0.0009212493896484375,rejected
m1,a8.h6,3,0.0053043365478515625,rejected
m3,a8.h6,3,0.00612640380859375,rejected
m1,a8.h6,3,2.47955322265625e-05,rejected
m3,a8.h6,3,0.00019073486328125,rejected
m1,a8.h6,3,0.003536224365234375,rejected
m3,a8.h6,3,0.0061187744140625,rejected
m1,a8.h6,3,5.7220458984375e-06,rejected
m3,a8.h6,3,9.918212890625e-05,rejected
m1,a5.h5,3,1.71661376953125e-05,rejected
m1,a5.h5,3,0.0030651092529296875,rejected
m1,a5.h5,3,3.814697265625e-05,rejected
m1,a5.h5,3,0.004673004150390625,rejected
m1,a5.h5,3,2.09808349609375e-05,rejected
m1,a5.h5,3,0.0019016265869140625,rejected
m1,a8.h6,3,0.001018524169921875,rejected
m3,a8.h6,3,0.005001068115234375,rejected
m1,a8.h6,3,6.866455078125e-05,rejected
m3,a8.h6,3,8.58306884765625e-05,rejected
m1,a8.h6,3,0.00675201416015625,rejected
m3,a8.h6,3,0.0030059814453125,rejected
m1,a8.h6,3,9.34600830078125e-05,rejected
m3,a8.h6,3,0.0002613067626953125,rejected
m1,a5.h5,3,4.9591064453125e-05,rejected
m1,a5.h5,3,0.00396728515625,rejected
m1,a5.h5,3,2.86102294921875e-05,rejected
m1,a5.h5,3,0.0053157806396484375,rejected
m1,a3.h0,3,0.000751495361328125,rejected
m1,a3.h0,3,0.01735687255859375,rejected
m3,m7,3,0.0079803466796875,rejected
m1,a5.h5,3,8.96453857421875e-05,rejected
m1,a5.h5,3,0.0067157745361328125,rejected
m1,a6.h9,3,0.0107269287109375,rejected
m2,a6.h9,3,0.010631561279296875,rejected
m4,a6.h9,3,0.005924224853515625,rejected
m1,a6.h9,3,4.1961669921875e-05,rejected
m2,a6.h9,3,5.7220458984375e-06,rejected
m4,a6.h9,3,2.288818359375e-05,rejected
m1,a5.h5,3,3.24249267578125e-05,rejected
m1,a5.h5,3,0.0012760162353515625,rejected
m1,a5.h5,3,0.0019855499267578125,rejected
m1,a3.h0,3,0.0004673004150390625,rejected
m1,a5.h5,3,2.47955322265625e-05,rejected
m1,a3.h0,3,4.00543212890625e-05,rejected
m1,a8.h6,3,0.0065708160400390625,rejected
m3,a8.h6,3,0.009632110595703125,rejected
m1,a8.h6,3,3.4332275390625e-05,rejected
m3,a8.h6,3,0.0002460479736328125,rejected
m1,a8.h6,3,0.0045795440673828125,rejected
m3,a8.h6,3,0.006702423095703125,rejected
m1,a8.h6,3,0.000148773193359375,rejected
m3,a8.h6,3,0.0002574920654296875,rejected
m1,a8.h6,3,0.0044765472412109375,rejected
m3,a8.h6,3,0.0061798095703125,rejected
m1,a8.h6,3,9.5367431640625e-05,rejected
m3,a8.h6,3,0.000217437744140625,rejected
m1,a8.h6,3,7.62939453125e-06,rejected
m3,a8.h6,3,2.288818359375e-05,rejected
m1,a8.h6,3,0.000530242919921875,rejected
m3,a8.h6,3,0.0003662109375,rejected
m1,a5.h5,4,1.9073486328125e-06,rejected
m1,a5.h5,4,0.00286102294921875,rejected
m1,a5.h5,4,1.9073486328125e-06,rejected
m1,a5.h5,4,0.00372314453125,rejected
m1,a8.h6,4,0.0001068115234375,rejected
m3,a8.h6,4,8.392333984375e-05,rejected
m1,a8.h6,4,0.0,rejected
m3,a8.h6,4,1.9073486328125e-06,rejected
m1,a5.h5,4,1.9073486328125e-05,rejected
m1,a5.h5,4,0.002960205078125,rejected
m1,a8.h6,4,0.00078582763671875,rejected
m3,a8.h6,4,0.0074672698974609375,rejected
m1,a8.h6,4,3.814697265625e-05,rejected
m3,a8.h6,4,0.0001430511474609375,rejected
m1,a5.h5,4,5.7220458984375e-06,rejected
m1,a5.h5,4,0.002651214599609375,rejected
m1,a5.h5,4,9.5367431640625e-06,rejected
m1,a5.h5,4,0.002338409423828125,rejected
m1,a5.h5,4,5.7220458984375e-06,rejected
m1,a5.h5,4,0.0005588531494140625,rejected
m1,a8.h6,4,0.002429962158203125,rejected
m3,a8.h6,4,0.003627777099609375,rejected
m1,a8.h6,4,1.9073486328125e-05,rejected
m3,a8.h6,4,7.62939453125e-05,rejected
